complex_id,complex_nm,trains,station_ct,bcode,stop_lat,stop_lon,tot2007,tot2008,tot2009,tot2010,tot2011,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,avwkdy07,avwkdy08,avwkdy09,avwkdy10,avwkdy11,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwken07,avwken08,avwken09,avwken10,avwken11,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17,srv_notes,geometry
bk084,Franklin Av /Botanic Garden,2 3 4 5 S,2,36047,40.670682,-73.958131,4013780.0,4228510.0,4302121.0,4433981.0,4712492.0,4934593.0,5125782.0,5377967.0,5100038.0,5010984.0,4762184,12882.0,13537.0,13557.0,14071.0,14795.0,15352.0,15775.0,15787.0,15866.0,15834.0,15269,13050.0,13712.0,15172.0,15404.0,17405.0,19949.0,20269.0,24479.0,19326.0,17730.0,16077,,POINT (-73.95813099999998 40.67068199999988)
bk085,Franklin Av,C S,2,36047,40.68138,-73.956848,1562157.0,1659913.0,1608062.0,1768472.0,1904736.0,1982691.0,2049246.0,2125076.0,2137752.0,2056281.0,2058258,4720.0,5022.0,4906.0,5348.0,5786.0,6111.0,6227.0,6492.0,6468.0,6289.0,6333,6581.0,6844.0,6493.0,7397.0,7998.0,8279.0,8478.0,8633.0,8996.0,8274.0,8229,,POINT (-73.95684799999998 40.68137999999988)
bk086,Fulton St,G,1,36047,40.687119,-73.975375,935284.0,1013751.0,1089757.0,1098862.0,1179034.0,1280063.0,1394890.0,1485669.0,1643353.0,1639930.0,1698778,3004.0,3235.0,3379.0,3523.0,3699.0,3956.0,4266.0,4502.0,4954.0,5096.0,5364,3142.0,3440.0,4249.0,3765.0,4472.0,5363.0,5702.0,6274.0,7089.0,6288.0,6198,,POINT (-73.97537499999999 40.68711899999987)
bk087,Gates Av,J Z,1,36047,40.68963,-73.92227,1495901.0,1609242.0,1666134.0,1749349.0,1870109.0,1901060.0,1895878.0,1984486.0,2100864.0,2117787.0,2262915,4662.0,5037.0,5194.0,5413.0,5787.0,5964.0,5999.0,6277.0,6521.0,6602.0,7110,5661.0,5869.0,6248.0,6764.0,7362.0,7464.0,6685.0,7100.0,8053.0,7937.0,8358,,POINT (-73.92226999999998 40.68962999999989)
bk088,Graham Av,L,1,36047,40.714565,-73.944053,2505392.0,2727719.0,2717687.0,3028830.0,3054897.0,3086342.0,3179579.0,3402514.0,3293413.0,3324292.0,3299951,8023.0,8503.0,8766.0,9442.0,9828.0,9889.0,10136.0,10643.0,10504.0,10483.0,10536,8477.0,10202.0,8832.0,11615.0,10308.0,11215.0,11089.0,12774.0,11396.0,11996.0,11572,,POINT (-73.94405299999998 40.71456499999987)
bk089,Grand Army Plaza,2 3,1,36047,40.675235,-73.971046,2412986.0,2412424.0,2366786.0,2369355.0,2417351.0,2507555.0,2556750.0,2505721.0,2433907.0,2425948.0,2265097,7869.0,7841.0,7661.0,7722.0,7882.0,8068.0,8066.0,7971.0,7731.0,7735.0,7452,7384.0,7362.0,7489.0,7335.0,7555.0,8908.0,9159.0,8638.0,8420.0,8216.0,6746,,POINT (-73.97104599999999 40.67523499999988)
bk090,Grand St,L,1,36047,40.711926,-73.94067,1925383.0,2075718.0,1981342.0,2103847.0,2135063.0,2145374.0,2260023.0,2414872.0,2242757.0,2174128.0,2256349,6490.0,6816.0,6700.0,6923.0,7169.0,7171.0,7444.0,7824.0,7307.0,6977.0,7317,5017.0,6146.0,5014.0,6359.0,5765.0,6449.0,6672.0,7787.0,7030.0,7256.0,7369,,POINT (-73.94066999999998 40.71192599999987)
bk091,Grant Av,A,1,36047,40.677044,-73.86505,1858974.0,1940737.0,1898215.0,1910245.0,1953637.0,1952581.0,1958503.0,2041848.0,2084651.0,2170567.0,1950109,5952.0,6170.0,6091.0,6089.0,6216.0,6290.0,6270.0,6475.0,6696.0,7044.0,6318,6287.0,6652.0,6325.0,6568.0,6876.0,6929.0,6593.0,7169.0,6901.0,6795.0,6290,,POINT (-73.86504999999998 40.67704399999987)
bk092,Greenpoint Av,G,1,36047,40.731352,-73.954449,2305443.0,2392113.0,2319327.0,2200679.0,2490286.0,2521422.0,2543568.0,2428027.0,2902723.0,2951454.0,2934770,7372.0,7660.0,7392.0,7523.0,8073.0,8212.0,8461.0,7819.0,9191.0,9413.0,9648,7857.0,7962.0,8054.0,5263.0,8126.0,8545.0,7076.0,8050.0,10364.0,10109.0,8807,x,POINT (-73.95444899999998 40.73135199999987)
bk093,Halsey St,J,1,36047,40.68637,-73.916559,1503525.0,1619882.0,1632375.0,1730267.0,1805490.0,1800505.0,1845755.0,1968526.0,2083683.0,2101350.0,2131177,4684.0,5061.0,5109.0,5378.0,5608.0,5650.0,5805.0,6174.0,6410.0,6490.0,6616,5681.0,5938.0,6023.0,6572.0,7004.0,7075.0,6683.0,7284.0,8262.0,8150.0,8226,,POINT (-73.91655899999999 40.68636999999988)
bk094,Halsey St,L,1,36047,40.695602,-73.904084,1758909.0,1946762.0,1907900.0,2019248.0,2037729.0,2136529.0,2317512.0,2492974.0,2465693.0,2629576.0,2776078,5821.0,6313.0,6154.0,6420.0,6672.0,6904.0,7308.0,7720.0,7932.0,8426.0,8781,5037.0,6062.0,6204.0,7046.0,6237.0,7458.0,8382.0,9661.0,8087.0,8731.0,10054,,POINT (-73.90408399999998 40.69560199999987)
bk095,Hewes St,J M,1,36047,40.70687,-73.953431,657361.0,703052.0,744898.0,785545.0,848377.0,895661.0,927212.0,903641.0,981379.0,913179.0,894671,1966.0,2143.0,2272.0,2420.0,2628.0,2811.0,2859.0,2859.0,2992.0,2866.0,2861,2870.0,2827.0,3028.0,3074.0,3335.0,3528.0,3627.0,3222.0,4042.0,3291.0,3048,,POINT (-73.95343099999998 40.70686999999987)
bk096,High St,A C,1,36047,40.699337,-73.990531,1746191.0,1915125.0,1888271.0,1968091.0,2093306.0,2209212.0,2441136.0,2687244.0,2656705.0,2536059.0,2983672,5572.0,6089.0,6045.0,6259.0,6586.0,7050.0,7543.0,8174.0,8479.0,8701.0,9215,5967.0,6487.0,6353.0,6887.0,7735.0,8106.0,9518.0,11042.0,8840.0,5437.0,11529,,POINT (-73.99053099999999 40.6993369999999)
bk097,Hoyt St,2 3,1,36047,40.690545,-73.985065,1986330.0,1938805.0,1902962.0,1839662.0,1922916.0,1978582.0,2033085.0,2181465.0,2249892.0,2356001.0,2137478,6652.0,6613.0,6341.0,6262.0,6535.0,6710.0,6657.0,7138.0,7342.0,7615.0,7637,5440.0,4585.0,5352.0,4513.0,4835.0,5562.0,6272.0,6708.0,7043.0,7619.0,3666,,POINT (-73.98506499999999 40.69054499999987)
bk098,Hoyt-Schermerhorn Sts,A C G,1,36047,40.688484,-73.985001,2641181.0,2897619.0,2862942.0,2923091.0,2968639.0,2990881.0,2971379.0,2961316.0,3038302.0,3082398.0,3264293,8847.0,9553.0,9642.0,9742.0,9760.0,9928.0,9604.0,9672.0,9818.0,9894.0,10319,7225.0,8463.0,7530.0,8251.0,9136.0,9428.0,9754.0,9182.0,9961.0,10339.0,11877,,POINT (-73.98500099999998 40.68848399999987)
bk099,Jay St-MetroTech,A C F R,2,36047,40.692338,-73.987342,10429024.0,10642207.0,10355187.0,10488087.0,11149629.0,11492780.0,11793956.0,12197352.0,12765132.0,13091255.0,13007176,35761.0,36596.0,35723.0,35884.0,38037.0,39561.0,40183.0,41405.0,43456.0,44267.0,43833,24743.0,23997.0,23495.0,25656.0,27794.0,29899.0,29107.0,30650.0,31485.0,33452.0,34871,,POINT (-73.98734199999998 40.69233799999989)
bk100,Jefferson St,L,1,36047,40.706607,-73.922913,1403678.0,1569253.0,1581941.0,1740644.0,1815391.0,1906878.0,2136772.0,2425983.0,2514292.0,2563505.0,2566772,4502.0,4865.0,5059.0,5408.0,5771.0,5951.0,6612.0,7230.0,7565.0,7639.0,7807,4693.0,5974.0,5309.0,6713.0,6373.0,7613.0,8282.0,10724.0,10807.0,11286.0,10753,,POINT (-73.92291299999998 40.70660699999986)
bk101,Junius St,3,1,36047,40.663515,-73.902447,645442.0,660409.0,628879.0,672366.0,678990.0,660013.0,690625.0,727369.0,928235.0,681935.0,298119,2057.0,2105.0,2024.0,2142.0,2153.0,2204.0,2206.0,2361.0,3043.0,2230.0,970,2214.0,2215.0,2046.0,2295.0,2403.0,1948.0,2337.0,2293.0,2747.0,2053.0,934,x,POINT (-73.902447 40.66351499999988)
bk102,Kings Hwy,B Q,1,36047,40.60867,-73.957734,5470271.0,5821580.0,5549765.0,5755515.0,5311662.0,5453084.0,5697467.0,5693562.0,5905481.0,6014920.0,6040256,18181.0,19193.0,18462.0,19091.0,17639.0,18422.0,18799.0,19010.0,19500.0,20094.0,19975,15442.0,16770.0,15440.0,16422.0,15176.0,15484.0,16687.0,15539.0,17206.0,16302.0,17673,,POINT (-73.95773399999999 40.60866999999986)
bk103,Kings Hwy,F,1,36047,40.603217,-73.972361,1106013.0,1105178.0,1038778.0,1073519.0,1115062.0,1117098.0,1134042.0,1137784.0,1202640.0,1398753.0,1531332,3503.0,3513.0,3323.0,3478.0,3605.0,3681.0,3655.0,3616.0,3726.0,4637.0,5186,3920.0,3779.0,3507.0,3423.0,3653.0,3563.0,3706.0,3967.0,4694.0,3903.0,3844,,POINT (-73.97236099999999 40.60321699999988)
bk104,Kings Hwy,N,1,36047,40.603923,-73.980353,1406790.0,1530933.0,1584172.0,1602420.0,1601357.0,1616827.0,1630749.0,1687226.0,1710115.0,475763.0,910558,4597.0,4923.0,4989.0,5017.0,5065.0,5104.0,5154.0,5344.0,5482.0,1489.0,2891,4306.0,4961.0,5725.0,5962.0,5774.0,6212.0,5818.0,5945.0,5696.0,1712.0,3205,x,POINT (-73.98035299999999 40.60392299999988)
bk105,Kingston Av,3,1,36047,40.669399,-73.942161,1486763.0,1544975.0,1450448.0,1485344.0,1519113.0,1515277.0,1545567.0,1564089.0,1573003.0,1560437.0,1474988,4789.0,4947.0,4734.0,4717.0,4825.0,4929.0,4949.0,5017.0,4999.0,4977.0,4703,4806.0,5008.0,4395.0,5069.0,5271.0,5052.0,5126.0,5189.0,5430.0,5219.0,5057,,POINT (-73.94216099999998 40.66939899999988)
bk106,Kingston-Throop Avs,C,1,36047,40.679921,-73.940858,1513915.0,1577316.0,1501234.0,1571551.0,1659127.0,1703474.0,1834623.0,1887628.0,1992480.0,2031710.0,2085536,4787.0,4962.0,4769.0,4897.0,5152.0,5331.0,5678.0,5968.0,6210.0,6350.0,6564,5365.0,5614.0,5186.0,5914.0,6444.0,6750.0,7120.0,6701.0,7536.0,7544.0,7644,,POINT (-73.94085799999999 40.67992099999986)
bk107,Knickerbocker Av,M,1,36047,40.698664,-73.919711,965345.0,1018665.0,1054258.0,1007087.0,1136213.0,702426.0,1018286.0,1147331.0,1288025.0,1288438.0,593366,3043.0,3204.0,3260.0,3325.0,3575.0,2350.0,3429.0,3806.0,4104.0,4228.0,2077,3471.0,3635.0,4090.0,2844.0,4215.0,2115.0,2598.0,3274.0,4468.0,3846.0,1121,x,POINT (-73.91971099999999 40.69866399999988)
bk108,Kosciuszko St,J,1,36047,40.693342,-73.928814,1198873.0,1293503.0,1324395.0,1401401.0,1468119.0,1482044.0,1515244.0,1521002.0,1593719.0,1661644.0,1979192,3732.0,4028.0,4107.0,4315.0,4528.0,4592.0,4751.0,4761.0,4927.0,5118.0,6143,4548.0,4805.0,5066.0,5532.0,5845.0,6072.0,5546.0,5663.0,6200.0,6517.0,7671,,POINT (-73.92881399999999 40.69334199999989)
bk109,Lafayette Av,C,1,36047,40.686113,-73.973946,1339622.0,1472253.0,1410635.0,1525942.0,1556902.0,1582360.0,1638947.0,1617464.0,1631737.0,1639947.0,1621121,4186.0,4518.0,4409.0,4627.0,4665.0,4774.0,4825.0,4857.0,4849.0,4888.0,4843,5040.0,5854.0,5268.0,6429.0,6947.0,7164.0,7577.0,7002.0,7329.0,7245.0,7201,,POINT (-73.97394599999998 40.68611299999988)
bk110,Liberty Av,C,1,36047,40.674542,-73.896548,891810.0,898961.0,872268.0,837165.0,817481.0,796044.0,810031.0,807678.0,858554.0,920826.0,886011,2948.0,2960.0,2871.0,2746.0,2687.0,2632.0,2658.0,2639.0,2780.0,3020.0,2933,2606.0,2618.0,2591.0,2554.0,2490.0,2536.0,2449.0,2488.0,2773.0,2765.0,2588,,POINT (-73.89654799999998 40.67454199999986)
bk111,Livonia Av,L,1,36047,40.664038,-73.900571,603620.0,691560.0,704067.0,785229.0,829015.0,902860.0,934287.0,987560.0,1001522.0,1045593.0,1019591,1983.0,2249.0,2280.0,2497.0,2678.0,2908.0,2959.0,3078.0,3269.0,3418.0,3264,1799.0,2113.0,2223.0,2714.0,2698.0,3198.0,3288.0,3715.0,3039.0,3126.0,3461,,POINT (-73.90057099999999 40.66403799999986)
bk112,Lorimer St,J M,1,36047,40.703869,-73.947408,1233330.0,1345921.0,1379364.0,1404557.0,1470761.0,1494085.0,1523986.0,1500980.0,1614154.0,1595826.0,1619602,3858.0,4217.0,4287.0,4364.0,4564.0,4779.0,4796.0,4836.0,5070.0,5138.0,5161,4588.0,4893.0,5256.0,5355.0,5748.0,5463.0,5503.0,4933.0,5920.0,5194.0,5583,,POINT (-73.94740799999998 40.70386899999987)
bk113,Lorimer St /Metropolitan Av,L G,2,36047,40.714063,-73.950275,3859353.0,3831975.0,4273071.0,4394498.0,4479022.0,4643512.0,5040719.0,5090344.0,5238736.0,5156893.0,5010601,10883.0,11436.0,11846.0,12556.0,12815.0,13344.0,14004.0,14573.0,15131.0,15082.0,14752,20229.0,16718.0,23401.0,22217.0,22934.0,24022.0,27339.0,25444.0,25640.0,24167.0,23285,,POINT (-73.950275 40.71406299999988)
bk114,Marcy Av,J M Z,1,36047,40.708359,-73.957757,2600039.0,2897071.0,3007825.0,3276009.0,3609981.0,3564065.0,3681903.0,3953628.0,4204877.0,4272443.0,4199041,8340.0,9217.0,9550.0,10349.0,11319.0,11591.0,11775.0,12547.0,13276.0,13815.0,13377,8689.0,9867.0,10490.0,11642.0,13629.0,12181.0,12353.0,13774.0,15165.0,13808.0,14486,,POINT (-73.95775699999999 40.70835899999987)
bk115,Montrose Av,L,1,36047,40.707739,-73.93985,1593816.0,1747376.0,1718655.0,1951066.0,1983449.0,2075901.0,2178772.0,2335128.0,2334271.0,2338095.0,2306046,5007.0,5333.0,5433.0,5946.0,6268.0,6452.0,6731.0,6961.0,7025.0,7007.0,7021,5812.0,7032.0,6075.0,8081.0,7183.0,8430.0,8525.0,10343.0,10039.0,10119.0,9644,,POINT (-73.93984999999999 40.70773899999988)
bk116,Morgan Av,L,1,36047,40.706152,-73.933147,1455193.0,1664668.0,1684084.0,2021162.0,2114813.0,2262826.0,2373595.0,2513823.0,2453723.0,2614617.0,2594607,4633.0,5078.0,5269.0,6050.0,6530.0,6821.0,7126.0,7298.0,7221.0,7592.0,7769,5037.0,6713.0,6200.0,8832.0,8395.0,10151.0,10289.0,12074.0,11294.0,12480.0,11465,,POINT (-73.93314699999999 40.70615199999988)
bk117,Myrtle Av,J M Z,1,36047,40.697207,-73.935657,2434091.0,2676471.0,2748162.0,2991967.0,3155344.0,3257338.0,3562631.0,3523740.0,3687468.0,3764562.0,4213096,7490.0,8192.0,8405.0,8995.0,9670.0,10098.0,10876.0,11048.0,11424.0,11801.0,13222,9679.0,10670.0,11104.0,12925.0,12921.0,13372.0,14546.0,13088.0,14285.0,13814.0,15648,,POINT (-73.93565699999999 40.69720699999989)
bk118,Myrtle-Willoughby Avs,G,1,36047,40.694568,-73.949046,1192656.0,1307569.0,1346184.0,1223378.0,1383197.0,1440313.0,1578243.0,1722392.0,1875988.0,1887369.0,1765653,3818.0,4179.0,4250.0,4139.0,4412.0,4581.0,4916.0,5330.0,5783.0,5889.0,5743,4039.0,4364.0,4814.0,3071.0,4808.0,5353.0,5968.0,6669.0,7382.0,7043.0,5547,,POINT (-73.94904599999998 40.69456799999988)
bk119,Myrtle-Wyckoff Avs,L M,2,36047,40.699814,-73.911586,4710774.0,5230077.0,5111569.0,5399769.0,5358434.0,5662633.0,5982615.0,6381800.0,6464630.0,6531453.0,7302376,14790.0,16026.0,16030.0,16445.0,16689.0,17537.0,18167.0,19203.0,19490.0,19673.0,22434,17308.0,20813.0,18777.0,22313.0,20554.0,23285.0,24951.0,27345.0,27639.0,27784.0,29498,x,POINT (-73.911586 40.69981399999987)
bk120,Nassau Av,G,1,36047,40.724635,-73.951277,2363088.0,2391486.0,2321809.0,2126804.0,2396169.0,2479649.0,2653526.0,2760220.0,2916005.0,2851899.0,2765172,7654.0,7782.0,7542.0,7343.0,7791.0,8096.0,8435.0,8765.0,9066.0,9150.0,9105,7627.0,7411.0,7379.0,4760.0,7724.0,8344.0,9304.0,9747.0,11249.0,9560.0,8243,,POINT (-73.95127699999999 40.72463499999989)
bk121,Neck Rd,Q,1,36047,40.595246,-73.955161,1148045.0,1172413.0,954832.0,791867.0,1242661.0,1148708.0,1218313.0,1232947.0,1305776.0,1336596.0,1379473,3713.0,3796.0,3182.0,2606.0,4114.0,3834.0,3941.0,4033.0,4207.0,4354.0,4441,3726.0,3698.0,2640.0,2305.0,3599.0,3460.0,3922.0,3758.0,4290.0,4119.0,4594,x,POINT (-73.95516099999999 40.59524599999988)
bk122,Neptune Av,F,1,36047,40.581011,-73.974574,492359.0,490569.0,480865.0,516846.0,536991.0,505076.0,523554.0,512828.0,531011.0,513566.0,478754,1626.0,1611.0,1583.0,1720.0,1794.0,1705.0,1749.0,1698.0,1807.0,1742.0,1658,1438.0,1442.0,1422.0,1446.0,1492.0,1440.0,1434.0,1485.0,1282.0,1254.0,1039,x,POINT (-73.974574 40.58101099999988)
bk123,Nevins St,2 3 4 5,1,36047,40.688246,-73.980492,3369278.0,3459284.0,3479130.0,3566500.0,3524471.0,3454621.0,3477861.0,3580156.0,3310625.0,3220745.0,3271270,11134.0,11406.0,11579.0,11778.0,11708.0,11653.0,11468.0,11752.0,10896.0,10716.0,10699,9946.0,10081.0,9824.0,10575.0,10239.0,10022.0,10342.0,10877.0,9902.0,8999.0,10231,,POINT (-73.98049199999998 40.68824599999989)
bk124,New Lots Av,3,1,36047,40.666235,-73.884079,1783927.0,1840488.0,1781691.0,1885350.0,1954353.0,1857630.0,1975478.0,2038532.0,2155220.0,2065205.0,1810576,5675.0,5874.0,5752.0,6015.0,6223.0,6214.0,6349.0,6626.0,7133.0,6855.0,6087,6177.0,6149.0,5730.0,6403.0,6810.0,5436.0,6510.0,6407.0,6055.0,5686.0,4803,,POINT (-73.884079 40.66623499999987)
bk125,New Lots Av,L,1,36047,40.658733,-73.899232,939010.0,1072250.0,1138348.0,1231257.0,1304384.0,1379065.0,1499902.0,1583983.0,1595607.0,1645273.0,1638839,3115.0,3520.0,3729.0,3961.0,4255.0,4475.0,4785.0,5005.0,5244.0,5431.0,5290,2662.0,3137.0,3418.0,4066.0,4075.0,4744.0,5145.0,5651.0,4697.0,4706.0,5387,,POINT (-73.89923199999998 40.65873299999986)
bk126,New Utrecht Av /62 St,N D,2,36047,40.626472,-73.996895,1672534.0,1689985.0,1645572.0,1692800.0,1768935.0,1931306.0,1654945.0,1716638.0,1857740.0,1784812.0,1651274,5086.0,5161.0,5052.0,5155.0,5340.0,5883.0,5159.0,5270.0,5551.0,5602.0,5217,6964.0,6806.0,6592.0,7044.0,7696.0,8504.0,6243.0,6881.0,8226.0,6504.0,5972,x,POINT (-73.99689499999999 40.62647199999987)
bk127,Newkirk Av,2 5,1,36047,40.639967,-73.948411,2337181.0,2403333.0,2298052.0,2347178.0,2352060.0,2279365.0,2393978.0,2431300.0,2476287.0,2395551.0,2315386,7645.0,7851.0,7561.0,7666.0,7715.0,7604.0,7757.0,8015.0,8035.0,7840.0,7600,7117.0,7204.0,6745.0,7180.0,7131.0,6854.0,7661.0,7145.0,7853.0,7192.0,7008,,POINT (-73.94841099999998 40.63996699999987)
bk128,Newkirk Plaza,B Q,1,36047,40.635082,-73.962793,2988166.0,3138236.0,2842893.0,2867372.0,2999870.0,3021079.0,3380559.0,3302958.0,3432907.0,3315748.0,3356199,9563.0,10004.0,9375.0,9179.0,9672.0,9890.0,10788.0,10707.0,10864.0,10842.0,10728,10135.0,10622.0,8221.0,9643.0,9910.0,10004.0,11613.0,10490.0,12210.0,10122.0,11558,,POINT (-73.96279299999999 40.63508199999988)
bk129,Norwood Av,J Z,1,36047,40.68141,-73.880039,1009451.0,1077051.0,1041356.0,1056263.0,1065062.0,1097011.0,1095573.0,1145643.0,1159274.0,1146658.0,1065073,3221.0,3390.0,3319.0,3381.0,3366.0,3518.0,3492.0,3603.0,3639.0,3613.0,3437,3453.0,3841.0,3558.0,3590.0,3848.0,3957.0,3754.0,4167.0,4249.0,4099.0,3482,,POINT (-73.88003899999998 40.68140999999989)
bk130,Nostrand Av,3,1,36047,40.669847,-73.950466,1251246.0,1250756.0,1200968.0,1290482.0,1324424.0,1313227.0,1327377.0,1358826.0,1386067.0,1358853.0,1295175,3895.0,3891.0,3782.0,3980.0,4069.0,4113.0,4151.0,4268.0,4306.0,4239.0,4066,4663.0,4614.0,4315.0,4971.0,5293.0,5192.0,4942.0,4925.0,5241.0,5032.0,4770,,POINT (-73.95046599999999 40.66984699999988)
bk131,Nostrand Av,A C,1,36047,40.680438,-73.950426,4666962.0,5034844.0,4676059.0,4863842.0,5139201.0,5283444.0,5510841.0,5439806.0,5762163.0,5861658.0,5823419,14840.0,15658.0,15018.0,15264.0,15868.0,16439.0,16843.0,17062.0,17790.0,18231.0,18035,16241.0,18900.0,15405.0,17816.0,20432.0,21437.0,22420.0,19979.0,22586.0,22197.0,22803,,POINT (-73.95042599999998 40.68043799999987)
bk132,Ocean Pkwy,Q,1,36047,40.576312,-73.968501,935145.0,969515.0,973380.0,1057060.0,1033582.0,983972.0,990091.0,969271.0,1022215.0,1016458.0,1022378,2864.0,2992.0,3075.0,3350.0,3314.0,3155.0,3141.0,3124.0,3203.0,3211.0,3251,3778.0,3725.0,3449.0,3690.0,3500.0,3542.0,3465.0,3167.0,3751.0,3597.0,3548,x,POINT (-73.96850099999999 40.57631199999988)
bk133,Park Pl,S,1,36047,40.674772,-73.957624,750049.0,767373.0,715532.0,710863.0,707253.0,682438.0,646934.0,608731.0,602858.0,576122.0,575188,2363.0,2427.0,2305.0,2261.0,2259.0,2201.0,2077.0,1968.0,1922.0,1850.0,1818,2717.0,2672.0,2319.0,2465.0,2445.0,2397.0,2148.0,1958.0,2072.0,1903.0,2068,,POINT (-73.95762399999998 40.67477199999988)
bk134,Parkside Av,Q,1,36047,40.655292,-73.961495,1827294.0,1855373.0,1777758.0,2050518.0,2098007.0,1812362.0,1381093.0,1617878.0,1692567.0,1783716.0,1953704,5569.0,5648.0,5661.0,6407.0,6691.0,5729.0,4240.0,4969.0,5266.0,5524.0,5898,7482.0,7488.0,6041.0,7607.0,7245.0,6891.0,5426.0,6381.0,6387.0,6844.0,8295,x,POINT (-73.96149499999999 40.65529199999987)
bk135,Pennsylvania Av,3,1,36047,40.664635,-73.894895,1825213.0,1865416.0,1786525.0,1805195.0,1805956.0,1690851.0,1752108.0,1746438.0,2111790.0,753493.0,1054654,5832.0,5964.0,5799.0,5800.0,5798.0,5696.0,5675.0,5718.0,6997.0,2485.0,3503,6202.0,6201.0,5605.0,5948.0,6085.0,4783.0,5577.0,5303.0,5902.0,2206.0,3027,x,POINT (-73.89489499999999 40.66463499999986)
bk136,President St,2 5,1,36047,40.667883,-73.950683,1029299.0,1065963.0,1044562.0,1130601.0,1133831.0,1142008.0,1216019.0,1221048.0,1243976.0,1226582.0,1227134,3365.0,3492.0,3469.0,3731.0,3754.0,3815.0,3969.0,4092.0,4120.0,4114.0,4113,3081.0,3112.0,2871.0,3232.0,3239.0,3395.0,3745.0,3255.0,3520.0,3204.0,3296,,POINT (-73.95068299999998 40.66788299999988)
bk137,Prospect Av,R,1,36047,40.665414,-73.992872,1788418.0,1876991.0,1860934.0,1863247.0,1930101.0,1864725.0,1826064.0,1827271.0,1785990.0,1758711.0,961733,5774.0,6042.0,6008.0,6006.0,6230.0,6147.0,5934.0,5943.0,5896.0,5842.0,3199,5869.0,6123.0,6104.0,6192.0,6449.0,6018.0,5806.0,5792.0,5240.0,4944.0,2690,x,POINT (-73.99287199999999 40.66541399999987)
bk138,Prospect Park,B Q S,1,36047,40.661614,-73.962246,2706111.0,2824450.0,2955204.0,2867309.0,2815199.0,2892200.0,3190679.0,3312727.0,3327301.0,3272810.0,3421790,8322.0,8675.0,8641.0,8496.0,8557.0,9024.0,9761.0,9715.0,10033.0,9995.0,10234,10702.0,11029.0,13850.0,12943.0,11787.0,11561.0,12864.0,15404.0,14105.0,13301.0,15104,,POINT (-73.96224599999998 40.66161399999987)
bk139,Ralph Av,C,1,36047,40.678822,-73.920786,1434216.0,1498036.0,1450900.0,1529747.0,1585546.0,1625548.0,1719602.0,1787157.0,1867793.0,1863036.0,1894817,4531.0,4721.0,4617.0,4840.0,5007.0,5175.0,5381.0,5570.0,5796.0,5801.0,5936,5127.0,5315.0,5000.0,5407.0,5750.0,6042.0,6391.0,6719.0,7162.0,6984.0,7063,,POINT (-73.92078599999999 40.67882199999988)
bk140,Rockaway Av,3,1,36047,40.662549,-73.908946,1759237.0,1825246.0,1758538.0,1787382.0,1792136.0,1682755.0,1753354.0,1763824.0,526505.0,1534978.0,1685468,5616.0,5828.0,5699.0,5729.0,5715.0,5636.0,5632.0,5735.0,1690.0,5122.0,5642,6009.0,6102.0,5569.0,5969.0,6228.0,4906.0,5802.0,5536.0,1777.0,4078.0,4590,x,POINT (-73.90894599999999 40.66254899999988)
bk141,Rockaway Av,C,1,36047,40.67834,-73.911946,1446190.0,1522803.0,1480189.0,1499681.0,1548571.0,1574733.0,1615457.0,1641268.0,1721297.0,1786802.0,1794365,4633.0,4889.0,4786.0,4815.0,4971.0,5089.0,5137.0,5223.0,5443.0,5678.0,5715,4879.0,4986.0,4756.0,4992.0,5246.0,5512.0,5616.0,5680.0,6136.0,6188.0,6268,,POINT (-73.91194599999999 40.67833999999986)
bk142,Saratoga Av,3,1,36047,40.661453,-73.916327,1673813.0,1720382.0,1663923.0,1699652.0,1743578.0,1676421.0,1777399.0,1791700.0,2442282.0,1208956.0,1702107,5421.0,5572.0,5472.0,5529.0,5662.0,5697.0,5807.0,5933.0,8148.0,4006.0,5777,5355.0,5390.0,4909.0,5305.0,5583.0,4525.0,5451.0,5137.0,6568.0,3373.0,4288,x,POINT (-73.91632699999998 40.66145299999989)
bk143,Sheepshead Bay,B Q,1,36047,40.586896,-73.954155,4298721.0,4455963.0,4361205.0,4481755.0,4096449.0,4148629.0,4205275.0,4201776.0,4296566.0,4322837.0,4297325,14429.0,14899.0,14670.0,14969.0,13716.0,14083.0,14010.0,14118.0,14304.0,14477.0,14311,11501.0,11871.0,11395.0,12344.0,11217.0,11495.0,11712.0,11092.0,11984.0,11562.0,12146,,POINT (-73.95415499999999 40.58689599999987)
bk144,Shepherd Av,C,1,36047,40.67413,-73.88075,912247.0,966964.0,922420.0,917964.0,930613.0,945113.0,988620.0,1027404.0,1059106.0,1059144.0,1038180,2913.0,3076.0,2939.0,2917.0,2968.0,3034.0,3149.0,3263.0,3370.0,3393.0,3337,3126.0,3296.0,3164.0,3194.0,3241.0,3405.0,3408.0,3586.0,3669.0,3529.0,3486,,POINT (-73.88074999999999 40.67412999999987)
